Timestamp,Flex1,Flex2,Flex3,Flex4,Flex5,Accel X,Accel Y,Accel Z
2024-12-11 14:12:02,2000,2398,549,555,40,-1.80,-8.14,-8.14
2024-12-11 14:12:02,1316,1520,549,547,30,-1.88,-8.31,-8.31
2024-12-11 14:12:02,206,138,551,547,26,-1.91,-8.25,-8.25
2024-12-11 14:12:02,182,147,553,551,33,-1.84,-8.27,-8.27
2024-12-11 14:12:03,1038,1225,554,543,33,-1.69,-8.27,-8.27
2024-12-11 14:12:03,2013,2420,546,553,34,-1.91,-8.19,-8.19
2024-12-11 14:12:03,1629,1918,559,557,27,-1.77,-8.28,-8.28
2024-12-11 14:12:03,366,336,553,551,37,-1.66,-8.41,-8.41
2024-12-11 14:12:03,142,91,552,546,39,-1.83,-8.27,-8.27
2024-12-11 14:12:03,819,959,560,558,41,-1.95,-8.14,-8.14
2024-12-11 14:12:03,1909,2308,560,561,39,-1.73,-8.35,-8.35
2024-12-11 14:12:03,1796,2133,570,570,55,-1.84,-8.23,-8.23
2024-12-11 14:12:03,505,505,550,551,29,-1.84,-8.23,-8.23
2024-12-11 14:12:03,108,42,552,550,41,-1.77,-8.18,-8.18
2024-12-11 14:12:04,651,740,555,537,33,-1.95,-8.15,-8.15
2024-12-11 14:12:04,1733,2086,560,558,48,-1.89,-8.21,-8.21
2024-12-11 14:12:04,1901,2273,557,558,46,-1.83,-8.37,-8.37
2024-12-11 14:12:04,671,717,560,565,51,-1.79,-8.25,-8.25
2024-12-11 14:12:04,81,0,561,562,55,-1.71,-8.29,-8.29
2024-12-11 14:12:04,485,528,565,566,48,-1.81,-8.16,-8.16
2024-12-11 14:12:04,1451,1744,557,545,27,-1.90,-8.12,-8.12
2024-12-11 14:12:04,1983,2381,541,547,37,-1.89,-8.11,-8.11
2024-12-11 14:12:04,925,1039,550,551,37,-2.00,-8.19,-8.19
2024-12-11 14:12:04,92,15,554,555,35,-1.83,-8.20,-8.20
2024-12-11 14:12:05,302,307,548,555,34,-1.80,-8.25,-8.25
2024-12-11 14:12:05,1259,1503,555,549,33,-1.89,-8.27,-8.27
2024-12-11 14:12:05,2036,2446,542,554,33,-1.70,-8.30,-8.30
2024-12-11 14:12:05,1250,1433,561,565,48,-1.80,-8.20,-8.20
2024-12-11 14:12:05,166,104,560,560,48,-1.97,-8.09,-8.09
2024-12-11 14:12:05,204,176,560,560,45,-2.00,-8.19,-8.19
2024-12-11 14:12:05,1075,1265,556,560,37,-1.72,-8.12,-8.12
2024-12-11 14:12:05,2018,2416,558,560,38,-1.59,-8.23,-8.23
2024-12-11 14:12:05,1535,1809,551,554,31,-1.83,-8.32,-8.32
